word,splits,translation
た,"['変え', 'た', 'changed']",changed
テレビ,"['テレビ', 'の', 'チャンネル', '変え', 'change tv channel']",change tv channel
の,"['テレビ', 'の', 'チャンネル', '変え', 'change tv channel']",change tv channel
チャンネル,"['テレビ', 'チャンネル', 'を', '変え', 'change the tv channel']",change the tv channel
を,"['チャンネル', 'を', '変え', 'change the channel']",change the channel
変え,"['チャンネル', '変え', 'て', '。', 'change the channel.']",change the channel.
て,"['変え', 'て', 'ください', 'please change']",please change
ください,"['変え', 'て', 'ください', 'please change']",please change
気持ち,"['気持ち', 'の', 'いい', '朝', 'pleasant morning']",pleasant morning
の,"['気持ち', 'の', 'いい', '朝', 'pleasant morning']",pleasant morning
いい,"['気持ち', 'いい', '朝', 'pleasant morning']",pleasant morning
朝,"['いい', '朝', 'です', '。', 'Good morning.']",Good morning.
です,"['朝', 'です', ""it's morning""]",it's morning
朝,"['朝', '、', '開け', 'open in the morning']",open in the morning
カーテン,"['カーテン', 'を', '開け', 'open the curtains']",open the curtains
を,"['カーテン', 'を', '開け', 'open the curtains']",open the curtains
開け,"['朝', 'カーテン', '開け', 'た', '。', 'I opened the curtains in the morning.']",I opened the curtains in the morning.
た,"['開け', 'た', 'opened']",opened
私,"['私', 'の', '歯', '丈夫', 'my teeth']",my teeth
の,"['私', 'の', '歯', '丈夫', 'my teeth']",my teeth
歯,"['私', '歯', 'は', '丈夫', 'my teeth are strong']",my teeth are strong
は,"['歯', 'は', '丈夫', 'teeth are strong']",teeth are strong
丈夫,"['歯', '丈夫', 'です', '。', 'I have good teeth.']",I have good teeth.
です,"['丈夫', 'です', ""I'm strong""]",I'm strong
彼,"['彼', 'は', '白い', 'he is white']",he is white
は,"['彼', 'は', '白い', 'he is white']",he is white
歯,"['歯', 'が', '白い', 'white teeth']",white teeth
が,"['歯', 'が', '白い', 'white teeth']",white teeth
白い,"['彼', '歯', '白い', '。', 'he has white teeth.']",he has white teeth.
明日,"['明日', 'の', '試験', '頑張っ', ""Good luck with tomorrow's exam""]",Good luck with tomorrow's exam
の,"['明日', 'の', '試験', '頑張っ', ""Good luck with tomorrow's exam""]",Good luck with tomorrow's exam
試験,"['明日', '試験', '、', '頑張っ', 'Good luck with the exam tomorrow']",Good luck with the exam tomorrow
頑張っ,"['試験', '頑張っ', 'て', 'ね', '。', 'Good luck with your exam.']",Good luck with your exam.
て,"['頑張っ', 'て', 'Good luck']",Good luck
ね,"['頑張っ', 'ね', 'good luck']",good luck
今日,"['今日', 'も', '頑張っ', 'Good luck today']",Good luck today
も,"['今日', 'も', '頑張っ', 'Good luck today']",Good luck today
お,"['お', '仕事', '頑張っ', 'Good luck with your work']",Good luck with your work
仕事,"['お', '仕事', '、', '頑張っ', 'Good luck with your work']",Good luck with your work
頑張っ,"['今日', '仕事', '頑張っ', 'て', '。', 'Good luck with your work today.']",Good luck with your work today.
て,"['頑張っ', 'て', 'ください', 'Please do your best']",Please do your best
ください,"['頑張っ', 'て', 'ください', 'Please do your best']",Please do your best
この,"['この', '電話', '古い', 'this phone old']",this phone old
携帯,"['携帯', '電話', '古い', 'cell phone old']",cell phone old
電話,"['この', '携帯', '電話', 'は', '古い', 'this phone is old']",this phone is old
は,"['電話', 'は', '古い', 'the phone is old']",the phone is old
もう,"['もう', '古い', 'already old']",already old
古い,"['電話', 'もう', '古い', '。', 'My phone is old.']",My phone is old.
今日,"['今日', '、', '忘れ', 'forget today']",forget today
携帯,"['携帯', '電話', '忘れ', 'forgot cell phone']",forgot cell phone
電話,"['携帯', '電話', 'を', '忘れ', 'forget your phone']",forget your phone
を,"['電話', 'を', '忘れ', 'forget the phone']",forget the phone
家,"['家', 'に', '忘れ', 'left at home']",left at home
に,"['家', 'に', '忘れ', 'left at home']",left at home
忘れ,"['今日', '電話', '家', '忘れ', 'まし', 'た', '。', 'I forgot my phone number today.']",I forgot my phone number today.
まし,"['忘れ', 'まし', 'forgot']",forgot
た,"['忘れ', 'た', 'I forgot']",I forgot
雨,"['雨', 'が', '降っ', ""it's raining""]",it's raining
が,"['雨', 'が', '降っ', ""it's raining""]",it's raining
降っ,"['雨', '降っ', 'て', 'ます', '。', ""It's raining.""]",It's raining.
て,"['降っ', 'て', 'い', ""it's raining""]",it's raining
い,"['降っ', 'て', 'い', ""it's raining""]",it's raining
ます,"['降っ', 'ます', 'it rains']",it rains
今年,"['今年', 'は', '少ない', 'less this year']",less this year
は,"['今年', 'は', '少ない', 'less this year']",less this year
雨,"['雨', 'が', '少ない', 'little rain']",little rain
が,"['雨', 'が', '少ない', 'little rain']",little rain
少ない,"['今年', '雨', '少ない', 'です', '。', ""We don't have much rain this year.""]",We don't have much rain this year.
です,"['少ない', 'です', ""there's only a little""]",there's only a little
これ,"['これ', 'は', 'かかっ', 'this takes']",this takes
は,"['これ', 'は', 'かかっ', 'this takes']",this takes
かなり,"['かなり', 'かかっ', 'it takes a lot']",it takes a lot
金,"['金', 'が', 'かかっ', 'expensive']",expensive
が,"['金', 'が', 'かかっ', 'expensive']",expensive
かかっ,"['これ', 'かなり', '金', 'かかっ', 'た', '。', 'This cost a lot of money.']",This cost a lot of money.
た,"['かかっ', 'た', 'It took']",It took
今月,"['今月', 'は', 'ない', 'not this month']",not this month
は,"['今月', 'は', 'ない', 'not this month']",not this month
あまり,"['あまり', 'ない', 'not much']",not much
お,"['お', '金', 'ない', 'I have no money']",I have no money
金,"['お', '金', 'が', 'ない', 'I do not have any money']",I do not have any money
が,"['金', 'が', 'ない', 'no money']",no money
ない,"['今月', 'あまり', '金', 'ない', '。', ""I don't have much money this month.""]",I don't have much money this month.
この,"['この', '問題', '易しい', 'this problem is easy']",this problem is easy
問題,"['この', '問題', 'は', '易しい', 'this problem is easy']",this problem is easy
は,"['問題', 'は', '易しい', 'the problem is easy']",the problem is easy
かなり,"['かなり', '易しい', 'pretty easy']",pretty easy
易しい,"['問題', 'かなり', '易しい', 'です', '。', 'The problem is fairly easy.']",The problem is fairly easy.
です,"['易しい', 'です', ""it's easy""]",it's easy
テスト,"['テスト', 'は', '易しかっ', 'the test was easy']",the test was easy
は,"['テスト', 'は', '易しかっ', 'the test was easy']",the test was easy
とても,"['とても', '易しかっ', 'very easy']",very easy
易しかっ,"['テスト', 'とても', '易しかっ', 'た', '。', 'The test was very easy.']",The test was very easy.
た,"['易しかっ', 'た', 'it was easy']",it was easy
あなた,"['あなた', 'の', '兄さん', '？', 'your brother?']",your brother?
の,"['あなた', 'の', '兄さん', '？', 'your brother?']",your brother?
お,"['お', '兄さん', '？', 'brother?']",brother?
兄さん,"['あなた', 'お', '兄さん', 'は', '？', 'what about your brother']",what about your brother
は,"['兄さん', 'は', '？', 'what about your brother?']",what about your brother?
何,"['何', '歳', '？', 'How old?']",How old?
歳,"['何', '歳', '？', 'How old?']",How old?
あの,"['あの', '子', '行っ', 'go to that girl']",go to that girl
子,"['あの', '子', 'は', '行っ', 'that kid go']",that kid go
は,"['子', 'は', '行っ', 'child go']",child go
お,"['お', '兄さん', '同じ', '大学', '行っ', 'I went to the same university as my brother']",I went to the same university as my brother
兄さん,"['お', '兄さん', 'と', '同じ', '大学', '行っ', 'I went to the same university as my brother']",I went to the same university as my brother
と,"['兄さん', 'と', '同じ', '大学', '行っ', 'I went to the same university as my brother']",I went to the same university as my brother
同じ,"['兄さん', '同じ', '大学', '行っ', 'I went to the same university as my brother']",I went to the same university as my brother
大学,"['同じ', '大学', 'に', '行っ', 'went to the same university']",went to the same university
に,"['大学', 'に', '行っ', 'went to college']",went to college
行っ,"['子', '大学', '行っ', 'て', '。', 'child go to college']",child go to college
て,"['行っ', 'て', 'いる', 'Is going']",Is going
いる,"['行っ', 'て', 'いる', 'Is going']",Is going
あの,"['あの', '大きい', '建物', '何', 'what is that big building']",what is that big building
大きい,"['あの', '大きい', '建物', '何', 'what is that big building']",what is that big building
建物,"['大きい', '建物', 'は', '何', 'what is the big building']",what is the big building
は,"['建物', 'は', '何', 'what is the building']",what is the building
何,"['建物', '何', 'です', 'か', '。', 'what is the building?']",what is the building?
です,"['何', 'です', 'What is']",What is
か,"['何', 'か', 'something']",something
海,"['海', 'は', '広く', '大きい', 'the sea is wide and big']",the sea is wide and big
は,"['海', 'は', '広く', '大きい', 'the sea is wide and big']",the sea is wide and big
広く,"['海', '広く', 'て', '大きい', 'sea \u200b\u200bwide and big']",sea ​​wide and big
て,"['広く', 'て', '大きい', 'wide and big']",wide and big
大きい,"['広く', '大きい', '。', 'Wide and big.']",Wide and big.
小さい,"['小さい', '花', '咲い', 'small flower bloom']",small flower bloom
花,"['小さい', '花', 'が', '咲い', 'small flowers bloom']",small flowers bloom
が,"['花', 'が', '咲い', 'flowers bloom']",flowers bloom
咲い,"['花', '咲い', 'て', 'ます', '。', 'Flowers are blooming.']",Flowers are blooming.
て,"['い', '咲い', 'て', 'bloom']",bloom
い,"['い', '咲い', 'て', 'bloom']",bloom
ます,"['咲い', 'ます', 'bloom']",bloom
こう,"['こう', '小さい', '字', '読め', 'read small letters']",read small letters
小さい,"['こう', '小さい', '字', '読め', 'read small letters']",read small letters
字,"['小さい', '字', 'は', '読め', 'read small letters']",read small letters
は,"['字', 'は', '読め', 'can read letters']",can read letters
読め,"['字', '読め', 'ない', '。', ""I can't read.""]",I can't read.
ない,"['読め', 'ない', 'can not read']",can not read
彼,"['彼', 'は', '好き', 'he likes']",he likes
は,"['彼', 'は', '好き', 'he likes']",he likes
辛い,"['辛い', 'もの', '好き', 'i like spicy food']",i like spicy food
もの,"['辛い', 'もの', 'が', '好き', 'i like spicy food']",i like spicy food
が,"['もの', 'が', '好き', 'I like things']",I like things
好き,"['彼', 'もの', '好き', 'です', '。', 'I like him too']",I like him too
です,"['好き', 'です', 'I like it']",I like it
この,"['この', 'カレー', '辛い', 'this curry is spicy']",this curry is spicy
カレー,"['この', 'カレー', 'は', '辛い', 'this curry is spicy']",this curry is spicy
は,"['カレー', 'は', '辛い', 'curry is spicy']",curry is spicy
すごく,"['すごく', '辛い', 'very painful']",very painful
辛い,"['カレー', 'すごく', '辛い', '。', 'Curry is very spicy.']",Curry is very spicy.
りんご,"['りんご', 'を', '個', 'apples']",apples
を,"['りんご', 'を', '個', 'apples']",apples
八,"['八', '個', 'eight']",eight
個,"['りんご', '八', '個', 'ください', '。', 'Eight apples, please.']","Eight apples, please."
ください,"['個', 'ください', 'please']",please
今日,"['今日', 'は', '休ん', 'rest today']",rest today
は,"['今日', 'は', '休ん', 'rest today']",rest today
八,"['八', '人', '休ん', 'Eight people rest']",Eight people rest
人,"['八', '人', 'も', '休ん', 'eight rest']",eight rest
も,"['人', 'も', '休ん', 'people rest']",people rest
仕事,"['仕事', 'を', '休ん', 'take off work']",take off work
を,"['仕事', 'を', '休ん', 'take off work']",take off work
休ん,"['今日', '人', '仕事', '休ん', 'で', 'ます', '。', ""I'm off work today.""]",I'm off work today.
で,"['休ん', 'で', 'い', 'have a rest']",have a rest
い,"['休ん', 'で', 'い', 'have a rest']",have a rest
ます,"['休ん', 'ます', 'rest']",rest
あそこ,"['あそこ', 'に', 'あり', 'over there']",over there
に,"['あそこ', 'に', 'あり', 'over there']",over there
バス,"['バス', '停', 'あり', 'Bus stop available']",Bus stop available
停,"['バス', '停', 'が', 'あり', 'there is a bus stop']",there is a bus stop
